-2.487256526947021484e-01,-1.377946138381958008e-02,-3.977292776107788086e-01,-4.214217066764831543e-01
-3.615105748176574707e-01,-4.377965927124023438e-01,2.224241495132446289e-01,1.932541728019714355e-01
-4.324367642402648926e-01,1.693133115768432617e-01,4.353755116462707520e-01,2.727180719375610352e-02
-3.397020101547241211e-01,-3.139845132827758789e-01,-3.402960300445556641e-02,2.811577320098876953e-01

9.030228853225708008e-02,1.451894640922546387e-01,3.313874602317810059e-01,-3.005371689796447754e-01
-4.510573744773864746e-01,-4.954223036766052246e-01,4.766020178794860840e-01,-4.534938335418701172e-01

-4.478298425674438477e-01,2.918288111686706543e-01,-1.484564542770385742e-01,-1.762254834175109863e-01
-4.348324537277221680e-01,-2.381074428558349609e-01,-1.378653645515441895e-01,3.320893645286560059e-01
2.022771239280700684e-01,-1.656785607337951660e-01,-8.279681205749511719e-03,-3.539779186248779297e-01
1.957240104675292969e-01,4.432178139686584473e-01,1.331014037132263184e-01,-4.345921277999877930e-01

2.295613884925842285e-01,-6.434607505798339844e-02,2.713670730590820312e-01,5.009055137634277344e-03
-9.551215171813964844e-02,-2.871872186660766602e-01,-2.521278262138366699e-01,-5.025058984756469727e-02

3.896713256835937500e-03,7.514953613281250000e-03,1.650631427764892578e-03,-4.307584762573242188e-01
-1.866230368614196777e-01,-3.315594792366027832e-01,6.728124618530273438e-02,-1.459245681762695312e-01
-1.132521033287048340e-01,-4.738424420356750488e-01,-2.992191314697265625e-01,7.572120428085327148e-02
-3.783441185951232910e-01,-3.554040789604187012e-01,1.642938256263732910e-01,4.472944140434265137e-01

-1.461901068687438965e-01,-6.270533800125122070e-02,-4.288173317909240723e-01,-4.333364367485046387e-01
-2.952078580856323242e-01,-2.718734741210937500e-01,1.590649485588073730e-01,8.907836675643920898e-02

2.088430523872375488e-01,2.818737030029296875e-01,2.858072519302368164e-02,-4.089022278785705566e-01
9.756630659103393555e-02,-2.246559262275695801e-01,-2.299792170524597168e-01,4.004821777343750000e-01
1.568691134452819824e-01,-1.273209452629089355e-01,-4.147228598594665527e-01,-2.951368689537048340e-01
3.548298478126525879e-01,-1.894603371620178223e-01,-2.718300819396972656e-01,-2.367704510688781738e-01

2.078676819801330566e-01,-2.501677870750427246e-01,-2.087898254394531250e-01,3.145056366920471191e-01
-4.619733095169067383e-01,-4.110385775566101074e-01,-3.486295938491821289e-01,2.779947519302368164e-01

