-2.575081586837768555e-01,-1.862841844558715820e-01,-1.040816307067871094e-03,3.230114579200744629e-01
1.153051853179931641e-01,5.025106668472290039e-02,1.856363415718078613e-01,2.777237296104431152e-01
2.620422840118408203e-01,4.100462794303894043e-01,2.472231388092041016e-01,4.199258685111999512e-01
3.432212471961975098e-01,-1.061493158340454102e-02,2.306618690490722656e-01,3.658224940299987793e-01
3.622434735298156738e-01,4.374226927757263184e-01,2.050665616989135742e-01,-4.476712942123413086e-01
1.982141733169555664e-01,2.703817486763000488e-01,2.194676399230957031e-01,-3.657491803169250488e-01
-4.597675800323486328e-02,-3.724923133850097656e-01,1.540048122406005859e-01,-4.266878962516784668e-01
-4.274966716766357422e-01,1.448130607604980469e-01,-3.558478355407714844e-01,-2.690383195877075195e-01
-9.819626808166503906e-02,4.146751165390014648e-01,1.061589121818542480e-01,6.832891702651977539e-02
3.080495595932006836e-01,-3.152047991752624512e-01,-3.778987526893615723e-01,-3.058148622512817383e-01
###
1.964531540870666504e-01,2.922993600368499756e-01,-2.772465050220489502e-01,-2.540349364280700684e-01,2.584397196769714355e-01,9.208474308252334595e-02,-4.036414250731468201e-02,2.507111728191375732e-01,7.698008418083190918e-02,2.400723397731781006e-01
-2.419894337654113770e-01,2.228530198335647583e-01,1.826911866664886475e-01,-6.311015784740447998e-02,-2.720230817794799805e-01,-1.645972132682800293e-01,2.737787663936614990e-01,1.647032201290130615e-01,1.022654622793197632e-01,-2.693430483341217041e-01
###
