1.621747575700283051e-02,1.418497562408447266e-01,-1.789746135473251343e-01,-9.734006971120834351e-02,-1.659241169691085815e-01,-1.466013789176940918e-01,-1.519929617643356323e-01,4.146198928356170654e-02,-6.972613930702209473e-02,6.291794776916503906e-02,7.820880413055419922e-02,1.816146969795227051e-01,-6.107771769165992737e-02,1.381997317075729370e-01,6.563022732734680176e-02,1.576624661684036255e-01,9.063310921192169189e-02,-8.588178455829620361e-02,1.089484915137290955e-01,-4.420314729213714600e-02,-4.575449973344802856e-02,1.417641341686248779e-01,1.597145013511180878e-02,-1.400244385004043579e-01,9.176101535558700562e-02,-1.771621704101562500e-01,-4.982586205005645752e-02,-2.445629052817821503e-02,-1.813878566026687622e-01,5.711234733462333679e-02
1.212596055120229721e-02,-1.263384819030761719e-01,-1.109098941087722778e-01,-1.667236834764480591e-01,1.155963167548179626e-01,1.670094430446624756e-01,4.491362720727920532e-02,2.959158830344676971e-02,2.569238422438502312e-03,-4.335802793502807617e-02,-6.306456029415130615e-02,1.355164498090744019e-01,-1.411168277263641357e-01,-1.384161505848169327e-02,1.152419224381446838e-01,4.770710691809654236e-02,-6.711008399724960327e-02,-1.699550598859786987e-01,-1.339952349662780762e-01,-2.609864249825477600e-02,-1.676198095083236694e-01,6.398959457874298096e-02,5.509170703589916229e-03,-1.184944435954093933e-01,1.990582607686519623e-02,2.555119805037975311e-02,-1.292086392641067505e-01,-1.665581613779067993e-01,-4.252629727125167847e-02,4.016919806599617004e-02
-8.106539398431777954e-02,-5.481194332242012024e-02,-1.790128946304321289e-01,1.507804840803146362e-01,5.775990709662437439e-02,7.095652818679809570e-02,1.463347487151622772e-02,1.737743616104125977e-01,2.452924475073814392e-02,9.893009811639785767e-02,2.644478576257824898e-03,5.780143290758132935e-02,1.373675316572189331e-01,-1.508043557405471802e-01,-9.317474812269210815e-02,-1.862224005162715912e-02,-1.822431236505508423e-01,1.591689437627792358e-01,1.689078286290168762e-02,4.360007494688034058e-02,-1.202618926763534546e-01,-8.594518154859542847e-02,-1.019662767648696899e-01,1.629447042942047119e-01,1.622892469167709351e-01,-5.041034892201423645e-02,7.372970134019851685e-02,4.727969318628311157e-02,-4.039023816585540771e-02,1.554484963417053223e-01
-7.361182570457458496e-02,-9.539271146059036255e-02,-1.375584155321121216e-01,-3.971492871642112732e-02,-1.379873752593994141e-01,1.587247997522354126e-01,-1.242384091019630432e-01,-4.172098636627197266e-02,-8.106169849634170532e-02,5.057358369231224060e-02,1.262647914700210094e-03,-5.137008056044578552e-02,9.816102683544158936e-02,-3.136650845408439636e-02,7.936669886112213135e-02,5.438314005732536316e-02,4.525831341743469238e-02,2.446974068880081177e-02,1.198486089706420898e-01,1.465489715337753296e-01,-2.079558186233043671e-02,1.243978515267372131e-01,-8.987735956907272339e-02,-1.129480302333831787e-01,2.475237473845481873e-03,1.177172735333442688e-01,-8.594307303428649902e-02,1.233715265989303589e-01,4.407097026705741882e-02,4.709273576736450195e-02
2.622352726757526398e-02,8.248342573642730713e-02,7.334940880537033081e-02,1.528945751488208771e-02,1.610107719898223877e-01,-2.256828173995018005e-02,3.505137562751770020e-02,-1.247714012861251831e-01,-1.088562533259391785e-01,-1.088588684797286987e-01,4.498971626162528992e-02,-1.712688505649566650e-01,-4.836080595850944519e-02,-5.239396914839744568e-02,1.482508927583694458e-01,-5.943218618631362915e-02,7.962282001972198486e-02,-1.715435832738876343e-01,-1.192387416958808899e-01,-1.561037302017211914e-01,6.501118093729019165e-02,-8.120795339345932007e-02,-1.804324686527252197e-01,1.755024939775466919e-01,9.429190307855606079e-02,1.325908768922090530e-02,-1.220178604125976562e-01,9.230804443359375000e-02,5.336349457502365112e-02,-1.387414187192916870e-01
-7.171713560819625854e-02,-9.479631669819355011e-03,3.244864195585250854e-02,-1.060125827789306641e-01,1.950285397469997406e-02,-1.643433272838592529e-01,1.517821550369262695e-01,-3.160833567380905151e-02,1.231143325567245483e-01,1.256275270134210587e-02,-5.662327632308006287e-02,-8.195465058088302612e-02,1.793496161699295044e-01,1.463895887136459351e-01,1.594663858413696289e-01,-2.985768252983689308e-03,-1.157813146710395813e-01,-1.335886865854263306e-01,-6.806635111570358276e-02,1.047621071338653564e-01,9.943277388811111450e-02,9.657423943281173706e-02,1.127811148762702942e-01,-3.820181638002395630e-02,9.844882041215896606e-02,3.531775251030921936e-02,-1.460863649845123291e-01,3.369986265897750854e-02,-2.711913734674453735e-02,-2.232880517840385437e-02
-1.525850147008895874e-01,-1.319240778684616089e-01,-1.080215200781822205e-01,1.039918363094329834e-01,1.691102981567382812e-01,-1.672806739807128906e-01,-1.345268934965133667e-01,-4.508857056498527527e-02,-4.923963546752929688e-02,2.097139507532119751e-02,1.052419915795326233e-01,3.703469038009643555e-02,5.267925933003425598e-02,8.311846852302551270e-02,1.773808300495147705e-01,-1.310134679079055786e-01,-5.091794207692146301e-02,-1.831242069602012634e-02,1.708801984786987305e-01,-1.321698129177093506e-01,-1.561956256628036499e-01,-1.182236447930335999e-01,1.049643158912658691e-01,-6.835312396287918091e-02,-1.518383026123046875e-01,1.548626571893692017e-01,-1.136893779039382935e-01,-2.486853115260601044e-02,1.178127527236938477e-01,7.721760123968124390e-02
3.308120742440223694e-02,-1.282413601875305176e-01,1.066928356885910034e-01,1.544281244277954102e-01,1.439067423343658447e-01,-1.737253367900848389e-01,-1.703536063432693481e-01,1.673402637243270874e-01,9.211801737546920776e-02,-1.145426277071237564e-02,1.259578019380569458e-01,1.722666770219802856e-01,-8.927769958972930908e-03,8.598574995994567871e-02,1.683921664953231812e-01,-1.335580926388502121e-02,1.176270171999931335e-01,-9.007421880960464478e-02,4.798688925802707672e-03,4.066061973571777344e-02,-7.127298414707183838e-02,-1.454302072525024414e-01,1.778361499309539795e-01,9.221021085977554321e-02,1.327571552246809006e-02,-4.520692676305770874e-02,-5.735998600721359253e-02,1.684710085391998291e-01,-2.869225665926933289e-02,-7.246994972229003906e-02
-1.760486960411071777e-01,1.627856865525245667e-02,6.443095952272415161e-02,1.465008705854415894e-01,9.476375579833984375e-02,1.587331593036651611e-01,-5.318230390548706055e-02,1.286311894655227661e-01,-1.644759476184844971e-01,8.009970188140869141e-02,-9.479588270187377930e-02,7.694227993488311768e-02,-1.202614381909370422e-01,6.309974938631057739e-02,-8.658875524997711182e-02,1.789651066064834595e-01,-7.635010778903961182e-02,-1.942060701549053192e-02,3.797315806150436401e-02,-6.214319914579391479e-02,1.754549145698547363e-01,-3.895179927349090576e-02,7.638601958751678467e-02,-5.683321878314018250e-02,-1.296983957290649414e-01,2.790037542581558228e-02,-2.151163481175899506e-02,-1.693695932626724243e-01,-8.558378368616104126e-02,8.626733720302581787e-02
1.751460731029510498e-01,-4.060610197484493256e-03,1.240417435765266418e-01,-6.422837078571319580e-02,1.421812176704406738e-01,1.441015899181365967e-01,1.272370200604200363e-02,1.454790085554122925e-01,6.329741328954696655e-02,-6.736595183610916138e-02,-1.051831170916557312e-01,-4.323917254805564880e-02,-6.286408752202987671e-02,1.423468738794326782e-01,5.669029057025909424e-02,-1.749934852123260498e-01,-8.553308993577957153e-02,-4.032096266746520996e-02,-1.685001403093338013e-01,1.453232169151306152e-01,3.969146683812141418e-02,1.610353142023086548e-01,8.599513024091720581e-02,1.028722003102302551e-01,-7.053634524345397949e-02,-1.284853219985961914e-01,-2.231777086853981018e-02,5.722271651029586792e-02,-5.773716419935226440e-02,-1.162500828504562378e-01
